slug,level,is_stub,lsc_name,breadcrumb,triage,apqc_id,apqc_hier,apqc_depth,level_delta,apqc_name,apqc_match_score,apqc_name_only_score,apqc_description,eia_term,eia_definition,eia_url,agreement,decision,adopted_definition,provenance,web_validator,web_agreement,Decision,Notes
CM-1-1-7-2-1,5,no,Maintain Production Scheduling Master Data,Downstream Operations > Commercial & Marketing > Planning & Scheduling > Refinery Scheduling > Production Scheduling > Maintain Production Scheduling Master Data,STRONG,10252,4.1.6.1,4,1,Maintain master data,0.75,0.75,"Maintaining and preserving the master data plan for distribution requirements. Create a systematic collection of facts and figures regarding the distribution of the inventories. Maintain policies, processes, and tools covering the distribution function.",,,,pending,NEEDS REVIEW,,,Wikipedia — Master data,0.25,NO SOURCE,strong APQC candidate but no validator agreed
CM-1-1-7-2-2,5,no,Review Production Wheel and Run Length,Downstream Operations > Commercial & Marketing > Planning & Scheduling > Refinery Scheduling > Production Scheduling > Review Production Wheel and Run Length,WEAK,12916,4.3.2.7,4,1,Review detailed production schedule,0.444,0.444,,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-1-7-2-3,5,no,Create Production Scheduling and Sequencing Plan,Downstream Operations > Commercial & Marketing > Planning & Scheduling > Refinery Scheduling > Production Scheduling > Create Production Scheduling and Sequencing Plan,WEAK,10223,4.1.4,3,2,Create materials plan,0.5,0.5,"Developing a scheme that allows for advance planning for the availability of raw materials and spares. Start with an unconstrained plan, and refine based on supply chain realities by identifying critical materials required for production, checking material specifications, and collaborating with all vendors over the supply.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-1-7-2-4,5,no,Manage Production Schedule Exceptions,Downstream Operations > Commercial & Marketing > Planning & Scheduling > Refinery Scheduling > Production Scheduling > Manage Production Schedule Exceptions,STRONG,10224,4.1.5,3,2,Create and manage master production schedule,0.667,0.667,"Taking care of the master production plan. The master production includes creation and implementation of the site-level production plan, as well as management of the inventory that is currently in the production process.",,,,pending,NEEDS REVIEW,,,Wikipedia — Master production schedule,0.211,NO SOURCE,strong APQC candidate but no validator agreed
CM-1-1-7-2-5,5,no,Measure Production Scheduling Performance,Downstream Operations > Commercial & Marketing > Planning & Scheduling > Refinery Scheduling > Production Scheduling > Measure Production Scheduling Performance,WEAK,10314,4.3.2.6,4,1,Assess production performance,0.571,0.571,Analyzing and benchmarking the production process to judge its effectiveness and efficiency. Create production metrics to numerically calculate the performance of the production process.,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-1-7-2-6,5,no,"Manage The Interface to Planning, Operations, Engineering & Maintenance","Downstream Operations > Commercial & Marketing > Planning & Scheduling > Refinery Scheduling > Production Scheduling > Manage The Interface to Planning, Operations, Engineering & Maintenance",WEAK,10734,9.7,2,3,Manage treasury operations,0.444,0.444,"Managing business's investments in trading in bonds, currencies, financial derivatives, etc. Manage the financial assets and holdings of the organization. Optimize the organization's liquidity. Invest excess cash. Reduce financial risks.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-1-7-3,4,no,Energy & Utility Management,Downstream Operations > Commercial & Marketing > Planning & Scheduling > Refinery Scheduling > Energy & Utility Management,NONE,20682,8.2.5,3,1,Control IT management system,0.333,0.333,"Regulating the IT management system through performance measures, governance, analysis, and monitoring through a variety of analytic tools. Evaluate IT finances, resource, services, projects, and value for report out.",,,,pending,NEEDS REVIEW,,,,,NO CANDIDATE,no meaningful APQC candidate
CM-1-1-7-3-1,5,no,Optimize Internal vs. External Energy Sources,Downstream Operations > Commercial & Marketing > Planning & Scheduling > Refinery Scheduling > Energy & Utility Management > Optimize Internal vs. External Energy Sources,WEAK,10113,3.1.1.7,4,1,Assess internal and external business environment,0.4,0.4,"Understanding the culture and environment in which you're operating. Analyze how internal decision-making, thought processes, financial circumstances, and more affect the ability to bring new products to market. Survey or analyze the market into which the products would be introduced.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-1-7-3-2,5,no,Optimize Plant Energy Balance,Downstream Operations > Commercial & Marketing > Planning & Scheduling > Refinery Scheduling > Energy & Utility Management > Optimize Plant Energy Balance,WEAK,12979,10.1.7,3,2,Optimize plant units,0.571,0.571,,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-1-7-3-3,5,no,Manage and Support Emission Trading,Downstream Operations > Commercial & Marketing > Planning & Scheduling > Refinery Scheduling > Energy & Utility Management > Manage and Support Emission Trading,WEAK,19562,4.2.5.6,4,1,Manage support utilities,0.571,0.571,,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-2-1-1,4,no,Forecasting & Optimization,Downstream Operations > Commercial & Marketing > Supply And Trading > Trading Management > Forecasting & Optimization,NONE,19569,4.3.2.5.3,5,-1,Perform real-time optimization,0.333,0.333,"Helping organizations increase performance and efficiency, real-time optimization is a category of closed-loop process control that aims at optimizing process performance in real time for systems. It is normally built upon model-based optimization systems and is usually large scale. Real-time optimization automatically detects errors, and can modify and eliminate both random and non-random errors, as well as analyze and monitor all systems involved.",,,,pending,NEEDS REVIEW,,,,,NO CANDIDATE,no meaningful APQC candidate
CM-1-2-1-1-1,5,no,Receive Production Forecast,Downstream Operations > Commercial & Marketing > Supply And Trading > Trading Management > Forecasting & Optimization > Receive Production Forecast,WEAK,12901,4.1.3.2,4,1,Forecast equity crude production,0.571,0.571,,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-2-1-1-2,5,no,Receive Demand Forecast,Downstream Operations > Commercial & Marketing > Supply And Trading > Trading Management > Forecasting & Optimization > Receive Demand Forecast,STRONG,20634,8.1.5.2,4,1,Forecast IT service demand,0.667,0.667,"Forecasting demand for IT services using current business growth, research, and customer feedback. Refine these forecasts, inspect the approach used in creating forecasts, and determine its accuracy.",,,,pending,NEEDS REVIEW,,,,,NO SOURCE,strong APQC candidate but no validator agreed
CM-1-2-1-1-3,5,no,Forecast Renewables,Downstream Operations > Commercial & Marketing > Supply And Trading > Trading Management > Forecasting & Optimization > Forecast Renewables,WEAK,10129,3.4.1,3,2,Develop sales forecast,0.4,0.4,"Developing a sales forecast for the organization's portfolio of offerings, bearing in mind the effect of promotional events, and fine-tuning these in the context of the new forecast. Estimate the future demand for the organization's products/services by analyzing historical information and any promotional activity.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-2-1-1-4,5,no,Perform Asset Optimization,Downstream Operations > Commercial & Marketing > Supply And Trading > Trading Management > Forecasting & Optimization > Perform Asset Optimization,STRONG,19253,10.3.3,3,2,Perform asset maintenance,0.667,0.667,"Engaging in all aspects of asset maintenance. Ensure that all assets are functioning properly and to all specified codes and regulations where applicable. Maintenance includes all preventative, routine, and corrective activates.",,,,pending,NEEDS REVIEW,,,,,NO SOURCE,strong APQC candidate but no validator agreed
CM-1-2-1-1-5,5,no,Forecast Revenue,Downstream Operations > Commercial & Marketing > Supply And Trading > Trading Management > Forecasting & Optimization > Forecast Revenue,WEAK,10129,3.4.1,3,2,Develop sales forecast,0.4,0.4,"Developing a sales forecast for the organization's portfolio of offerings, bearing in mind the effect of promotional events, and fine-tuning these in the context of the new forecast. Estimate the future demand for the organization's products/services by analyzing historical information and any promotional activity.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-2-1-1-6,5,no,Receive Power Generation Forecast,Downstream Operations > Commercial & Marketing > Supply And Trading > Trading Management > Forecasting & Optimization > Receive Power Generation Forecast,NONE,10129,3.4.1,3,2,Develop sales forecast,0.286,0.286,"Developing a sales forecast for the organization's portfolio of offerings, bearing in mind the effect of promotional events, and fine-tuning these in the context of the new forecast. Estimate the future demand for the organization's products/services by analyzing historical information and any promotional activity.",,,,pending,NEEDS REVIEW,,,,,NO CANDIDATE,no meaningful APQC candidate
CM-1-2-1-2,4,no,Contract Management,Downstream Operations > Commercial & Marketing > Supply And Trading > Trading Management > Contract Management,WEAK,20682,8.2.5,3,1,Control IT management system,0.4,0.4,"Regulating the IT management system through performance measures, governance, analysis, and monitoring through a variety of analytic tools. Evaluate IT finances, resource, services, projects, and value for report out.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-2-1-2-1,5,no,Create New Counterparty,Downstream Operations > Commercial & Marketing > Supply And Trading > Trading Management > Contract Management > Create New Counterparty,WEAK,10147,3.4.3.6,4,1,Create budget,0.4,0.4,"Creating a plan in measurable terms for the financial outlay that best captures resource allocation for the sales forecast. Consider the outlay of capital, HR, raw materials, and provisions needed to reach sales targets.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-2-1-2-2,5,no,Manage Existing Counterparty,Downstream Operations > Commercial & Marketing > Supply And Trading > Trading Management > Contract Management > Manage Existing Counterparty,WEAK,11743,2.1.4.3,4,1,Manage routings,0.4,0.4,Controlling and executing the flow of operations from raw form to finished product in a defined format using industry applications/routing sheets for the specific product/service layout.,,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
CM-1-2-1-2-3,5,no,Terminate/Novate Counterparty,Downstream Operations > Commercial & Marketing > Supply And Trading > Trading Management > Contract Management > Terminate/Novate Counterparty,NONE,10208,3.5.5.2.8,5,0,Terminate involved party information,0.286,0.286,Dismissing information about involved parties.,,,,pending,NEEDS REVIEW,,,,,NO CANDIDATE,no meaningful APQC candidate
CM-1-2-1-2-4,5,no,Manage M&A Activity,Downstream Operations > Commercial & Marketing > Supply And Trading > Trading Management > Contract Management > Manage M&A Activity,STRONG,20729,8.3.3.9,4,1,Monitor and manage IT activity risk,0.667,0.667,Monitoring and managing risks related to IT adoption within the organization.,,,,pending,NEEDS REVIEW,,,,,REJECTED,"FALSE MATCH (human gate): LSC 'Manage M&A Activity' is mergers-and-acquisitions activity; APQC 'Monitor and manage IT activity risk' (20729) is IT risk management. Name similarity came from the shared tokens 'manage'/'activity'. Validator agrees with APQC, but the LSC→APQC link is invalid."
CM-1-2-1-2-5,5,no,Create New Contract,Downstream Operations > Commercial & Marketing > Supply And Trading > Trading Management > Contract Management > Create New Contract,WEAK,10147,3.4.3.6,4,1,Create budget,0.4,0.4,"Creating a plan in measurable terms for the financial outlay that best captures resource allocation for the sales forecast. Consider the outlay of capital, HR, raw materials, and provisions needed to reach sales targets.",,,,pending,NEEDS REVIEW,,,,,REVIEW LINK,weak APQC candidate; manual review needed
